order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
4391,65,759,462,3,credit_card,2017-03-14 20:47:05
363,53,972,224,2,debit,2017-03-14 20:57:12
4515,4,906,256,2,debit,2017-03-14 21:07:58
3325,30,881,153,1,credit_card,2017-03-14 21:14:50
870,89,847,392,2,cash,2017-03-14 21:16:20
2630,93,845,342,3,debit,2017-03-14 21:19:42
3041,30,921,459,3,cash,2017-03-14 21:49:44
4079,27,818,507,3,debit,2017-03-14 22:27:34
2985,14,706,116,1,debit,2017-03-14 22:29:19
3850,85,771,344,2,debit,2017-03-14 22:44:50
4527,3,788,296,2,debit,2017-03-14 23:06:40
1219,41,834,236,2,credit_card,2017-03-14 23:07:07
1951,84,957,306,2,debit,2017-03-14 23:25:17
2831,94,712,134,1,cash,2017-03-14 23:34:32
4677,47,909,435,3,debit,2017-03-14 23:45:43
3241,47,765,145,1,credit_card,2017-03-14 23:52:14
2225,68,762,136,1,credit_card,2017-03-14 23:54:25
2416,28,854,656,4,debit,2017-03-14 23:56:51
2271,78,855,25725,1,credit_card,2017-03-14 23:58:22
4541,58,759,276,2,debit,2017-03-15 0:10:15
2810,18,790,468,3,cash,2017-03-15 0:28:38
2647,49,751,258,2,cash,2017-03-15 0:39:08
2837,66,787,161,1,credit_card,2017-03-15 0:42:44
1055,14,850,116,1,cash,2017-03-15 0:54:01
2557,87,712,149,1,debit,2017-03-15 1:08:04
2310,75,777,256,2,cash,2017-03-15 1:14:26
3934,57,915,147,1,cash,2017-03-15 1:19:10
2570,58,921,276,2,credit_card,2017-03-15 1:32:47
4605,16,952,312,2,debit,2017-03-15 1:36:07
1519,47,710,145,1,cash,2017-03-15 1:41:36
3058,48,969,234,2,debit,2017-03-15 1:43:02
1914,8,963,132,1,debit,2017-03-15 1:47:50
806,45,865,426,3,cash,2017-03-15 1:57:43
2415,10,852,296,2,credit_card,2017-03-15 2:07:10
3707,75,982,256,2,debit,2017-03-15 2:17:01
4003,19,943,163,1,credit_card,2017-03-15 2:43:14
1120,96,709,153,1,credit_card,2017-03-15 3:00:05
2552,37,753,710,5,debit,2017-03-15 3:06:53
4302,65,727,154,1,cash,2017-03-15 3:10:12
905,28,806,328,2,credit_card,2017-03-15 3:10:18
3354,65,770,154,1,debit,2017-03-15 3:10:30
2681,93,956,228,2,credit_card,2017-03-15 3:21:46
3155,38,906,570,3,debit,2017-03-15 3:22:50
3305,16,712,312,2,debit,2017-03-15 3:50:15
2105,62,818,160,1,cash,2017-03-15 3:51:29
1012,53,917,224,2,debit,2017-03-15 3:56:19
1363,42,607,704000,2000,credit_card,2017-03-15 4:00:00
4169,53,712,224,2,credit_card,2017-03-15 4:06:00
1534,15,955,612,4,debit,2017-03-15 4:27:58
4208,16,832,156,1,cash,2017-03-15 4:30:29
4798,59,747,534,3,cash,2017-03-15 4:31:27
1395,44,810,144,1,credit_card,2017-03-15 4:33:22
547,31,713,258,2,credit_card,2017-03-15 4:41:22
4917,48,978,234,2,credit_card,2017-03-15 4:49:28
4486,83,959,129,1,credit_card,2017-03-15 5:05:27
1868,52,908,146,1,debit,2017-03-15 5:19:21
2592,79,834,543,3,credit_card,2017-03-15 5:32:35
1004,10,869,444,3,debit,2017-03-15 5:44:25
3128,12,866,402,2,debit,2017-03-15 6:04:54
2446,89,973,196,1,debit,2017-03-15 6:07:17
4076,62,852,160,1,credit_card,2017-03-15 6:19:22
2714,29,950,326,2,credit_card,2017-03-15 6:23:11
326,14,779,232,2,credit_card,2017-03-15 7:05:02
4865,15,770,153,1,debit,2017-03-15 7:08:28
2919,41,811,118,1,cash,2017-03-15 7:13:28
2506,81,895,354,2,cash,2017-03-15 7:29:16
3317,1,918,316,2,debit,2017-03-15 7:44:37
1938,84,990,459,3,cash,2017-03-15 8:10:20
4971,34,987,244,2,cash,2017-03-15 8:18:51
2781,30,815,153,1,cash,2017-03-15 8:27:21
1246,16,762,156,1,cash,2017-03-15 9:00:37
3758,29,714,163,1,cash,2017-03-15 9:03:45
2292,53,850,224,2,debit,2017-03-15 9:15:40
1100,80,778,290,2,cash,2017-03-15 9:21:41
3407,74,984,153,1,credit_card,2017-03-15 9:23:08
646,43,929,362,2,debit,2017-03-15 9:32:45
4520,39,877,134,1,cash,2017-03-15 9:38:51
2411,6,834,374,2,debit,2017-03-15 9:56:43
1259,38,725,190,1,debit,2017-03-15 9:57:07
2367,26,941,528,3,debit,2017-03-15 9:57:19
1057,78,800,25725,1,debit,2017-03-15 10:16:45
825,11,793,184,1,debit,2017-03-15 10:29:11
2969,76,969,465,3,credit_card,2017-03-15 10:36:07
3523,17,794,176,1,debit,2017-03-15 10:47:08
3145,56,814,117,1,cash,2017-03-15 10:48:44
1425,61,744,316,2,cash,2017-03-15 10:49:41
2580,7,964,448,4,debit,2017-03-15 10:53:58
1812,31,912,258,2,cash,2017-03-15 10:55:56
680,63,936,136,1,credit_card,2017-03-15 11:03:48
2682,18,862,468,3,credit_card,2017-03-15 11:05:25
201,29,929,163,1,credit_card,2017-03-15 11:12:34
3391,94,832,268,2,debit,2017-03-15 11:18:25
2625,65,718,308,2,cash,2017-03-15 11:18:35
4456,50,744,386,2,debit,2017-03-15 11:25:04
340,35,893,656,4,cash,2017-03-15 11:25:10
520,16,961,312,2,debit,2017-03-15 11:39:07
4537,37,952,142,1,credit_card,2017-03-15 11:41:00
1137,32,726,101,1,cash,2017-03-15 11:45:55
4291,51,740,374,2,credit_card,2017-03-15 12:09:33
4259,48,906,117,1,cash,2017-03-15 12:14:22
141,57,930,441,3,debit,2017-03-15 12:36:14
3402,64,850,133,1,debit,2017-03-15 12:36:35
1707,6,993,187,1,credit_card,2017-03-15 12:54:23
2599,49,933,129,1,credit_card,2017-03-15 12:57:15
1058,50,882,386,2,debit,2017-03-15 12:59:46
1126,99,975,195,1,cash,2017-03-15 13:15:44
3297,85,825,344,2,debit,2017-03-15 13:22:45
3052,50,930,386,2,cash,2017-03-15 13:23:17
3597,55,889,342,2,credit_card,2017-03-15 13:25:11
4919,78,823,25725,1,cash,2017-03-15 13:26:46
2409,17,825,176,1,cash,2017-03-15 13:33:55
4270,72,737,160,1,credit_card,2017-03-15 13:51:14
2087,47,876,290,2,debit,2017-03-15 14:03:14
3483,51,791,374,2,cash,2017-03-15 14:17:39
4986,8,916,396,3,debit,2017-03-15 14:22:51
3476,13,959,320,2,debit,2017-03-15 14:23:53
4417,76,988,155,1,debit,2017-03-15 14:31:39
193,28,879,328,2,credit_card,2017-03-15 14:35:28
4862,27,807,338,2,cash,2017-03-15 14:38:33
694,65,918,308,2,debit,2017-03-15 14:57:05
3437,84,768,306,2,credit_card,2017-03-15 15:10:15
2828,48,970,234,2,credit_card,2017-03-15 15:28:56
1352,72,757,320,2,cash,2017-03-15 15:38:10
1923,30,839,306,2,cash,2017-03-15 17:00:35
2715,92,905,180,2,cash,2017-03-15 17:02:28
4103,59,871,356,2,debit,2017-03-15 17:02:31
4845,12,949,201,1,cash,2017-03-15 17:10:47
622,61,859,158,1,debit,2017-03-15 17:18:08
3430,72,806,160,1,credit_card,2017-03-15 17:43:39
3433,89,718,588,3,debit,2017-03-15 17:44:58
509,72,810,160,1,debit,2017-03-15 17:49:08
2902,88,736,528,3,credit_card,2017-03-15 18:37:18
1641,24,931,280,2,cash,2017-03-15 18:41:07
4223,70,886,173,1,credit_card,2017-03-15 19:10:06
3608,49,760,645,5,cash,2017-03-15 19:43:53
1279,70,766,346,2,credit_card,2017-03-15 20:05:22
3840,41,862,236,2,cash,2017-03-15 20:07:12
4985,44,966,432,3,credit_card,2017-03-15 20:12:31
3574,83,795,129,1,cash,2017-03-15 20:19:38
1918,12,787,402,2,debit,2017-03-15 20:39:13
4473,35,728,328,2,debit,2017-03-15 20:43:35
4253,3,809,592,4,debit,2017-03-15 20:48:19
3977,38,753,380,2,debit,2017-03-15 20:50:19
1254,68,930,272,2,debit,2017-03-15 20:51:16
2327,32,922,303,3,debit,2017-03-15 21:00:41
287,58,860,414,3,debit,2017-03-15 21:12:11
2171,90,802,356,2,cash,2017-03-15 21:30:59
1165,41,854,118,1,credit_card,2017-03-15 21:34:30
593,20,722,381,3,credit_card,2017-03-15 21:51:09
2874,83,966,516,4,credit_card,2017-03-15 22:09:35
321,36,888,260,2,debit,2017-03-15 22:33:37
4480,69,996,262,2,cash,2017-03-15 23:03:13
630,71,974,328,2,cash,2017-03-15 23:08:00
4836,4,828,384,3,cash,2017-03-15 23:10:45
1598,1,719,158,1,cash,2017-03-15 23:14:25
4625,83,742,129,1,credit_card,2017-03-15 23:16:09
1353,86,716,390,3,debit,2017-03-15 23:17:06
2470,47,900,145,1,credit_card,2017-03-15 23:17:15
4653,85,823,344,2,debit,2017-03-15 23:23:28
439,84,835,459,3,debit,2017-03-15 23:32:07
4911,48,911,117,1,debit,2017-03-15 23:42:09
2554,31,783,258,2,credit_card,2017-03-15 23:46:37
4530,10,745,148,1,cash,2017-03-16 0:05:55
99,79,741,181,1,debit,2017-03-16 0:16:22
1829,22,781,146,1,cash,2017-03-16 0:16:50
2478,46,805,166,1,cash,2017-03-16 0:20:45
1168,1,738,158,1,debit,2017-03-16 0:21:56
3854,62,794,160,1,cash,2017-03-16 0:29:23
2522,5,928,142,1,debit,2017-03-16 1:14:42
3996,51,701,561,3,debit,2017-03-16 1:15:13
857,2,793,470,5,credit_card,2017-03-16 1:33:28
4533,67,835,393,3,cash,2017-03-16 1:40:58
4601,12,990,402,2,credit_card,2017-03-16 2:00:01
1717,18,858,312,2,credit_card,2017-03-16 2:00:33
979,90,734,712,4,credit_card,2017-03-16 2:09:22
2257,86,865,520,4,cash,2017-03-16 2:19:17
2461,73,925,660,4,cash,2017-03-16 2:24:05
2525,1,924,474,3,credit_card,2017-03-16 2:31:40
2435,98,951,133,1,debit,2017-03-16 2:37:02
4841,90,907,178,1,debit,2017-03-16 2:52:07
2622,18,850,156,1,cash,2017-03-16 3:29:20
311,79,720,181,1,debit,2017-03-16 3:29:54
2514,44,804,288,2,credit_card,2017-03-16 3:36:38
3379,11,982,368,2,cash,2017-03-16 3:38:04
1308,85,957,344,2,cash,2017-03-16 3:39:28
2907,78,817,77175,3,debit,2017-03-16 3:45:46
4639,89,903,392,2,cash,2017-03-16 3:54:35
1815,16,986,156,1,cash,2017-03-16 3:59:01
1950,28,974,492,3,debit,2017-03-16 4:15:54
1970,14,801,348,3,credit_card,2017-03-16 4:20:02
2651,98,847,266,2,cash,2017-03-16 4:27:37
1508,54,874,399,3,credit_card,2017-03-16 4:27:47
1402,36,705,260,2,debit,2017-03-16 4:34:50
4050,40,848,161,1,credit_card,2017-03-16 5:32:11
3554,89,968,196,1,credit_card,2017-03-16 5:39:28
596,88,817,176,1,debit,2017-03-16 5:59:10
4377,55,984,171,1,debit,2017-03-16 6:08:58
841,91,952,320,2,cash,2017-03-16 6:12:41
1575,29,976,326,2,credit_card,2017-03-16 6:23:09
177,97,718,648,4,cash,2017-03-16 6:33:41
4028,84,972,306,2,credit_card,2017-03-16 7:03:13
3320,30,835,306,2,cash,2017-03-16 7:14:42
362,90,933,534,3,cash,2017-03-16 7:20:49
3581,50,718,193,1,debit,2017-03-16 7:45:47
1293,81,727,177,1,cash,2017-03-16 7:46:22
3687,30,855,459,3,credit_card,2017-03-16 7:51:35
2501,22,762,292,2,debit,2017-03-16 7:55:26
3631,24,730,560,4,debit,2017-03-16 8:13:45
4355,86,732,390,3,cash,2017-03-16 8:14:23
2034,3,845,296,2,credit_card,2017-03-16 8:40:27
679,2,888,94,1,debit,2017-03-16 8:49:47
1222,64,733,133,1,credit_card,2017-03-16 9:11:50
785,77,900,156,1,cash,2017-03-16 9:14:17
686,3,990,444,3,cash,2017-03-16 9:31:30
2295,3,917,296,2,cash,2017-03-16 9:42:44
3404,78,928,77175,3,debit,2017-03-16 9:45:05
2400,15,730,306,2,debit,2017-03-16 9:51:12
4921,53,907,336,3,cash,2017-03-16 9:52:17
3754,36,943,260,2,cash,2017-03-16 10:19:09
3045,43,811,181,1,debit,2017-03-16 10:25:04
2676,35,898,328,2,credit_card,2017-03-16 10:34:24
3552,65,974,154,1,cash,2017-03-16 10:37:37
1359,3,728,148,1,cash,2017-03-16 10:51:02
3194,81,953,354,2,debit,2017-03-16 11:00:12
2037,11,765,368,2,credit_card,2017-03-16 11:03:34
3577,9,954,236,2,cash,2017-03-16 11:08:39
1967,37,770,142,1,credit_card,2017-03-16 11:20:48
849,69,765,393,3,cash,2017-03-16 11:25:23
2594,76,759,465,3,credit_card,2017-03-16 11:29:50
2677,4,776,256,2,debit,2017-03-16 11:42:20
3830,67,938,131,1,credit_card,2017-03-16 11:49:32
4668,87,982,298,2,cash,2017-03-16 11:55:16
4759,91,782,480,3,credit_card,2017-03-16 12:12:29
2173,73,923,165,1,debit,2017-03-16 12:14:45
4752,74,797,459,3,cash,2017-03-16 12:15:06
4892,49,945,129,1,credit_card,2017-03-16 12:18:54
654,88,920,352,2,cash,2017-03-16 12:36:14
1549,56,873,117,1,cash,2017-03-16 12:36:18
328,75,832,128,1,credit_card,2017-03-16 12:54:01
3348,90,759,178,1,credit_card,2017-03-16 12:54:50
2221,41,992,118,1,credit_card,2017-03-16 13:20:58
4175,53,906,224,2,credit_card,2017-03-16 13:21:40
3656,27,916,676,4,credit_card,2017-03-16 13:22:38
4386,6,843,561,3,debit,2017-03-16 13:44:19
2352,23,703,312,2,cash,2017-03-16 13:53:21
1450,40,905,322,2,debit,2017-03-16 14:12:51
3725,78,766,77175,3,credit_card,2017-03-16 14:13:26
13,54,799,266,2,credit_card,2017-03-16 14:15:34
3491,81,879,177,1,debit,2017-03-16 14:15:37
2563,74,709,306,2,debit,2017-03-16 14:18:11
3985,13,710,480,3,debit,2017-03-16 14:24:17
1821,66,868,322,2,cash,2017-03-16 14:26:20
3064,49,895,129,1,credit_card,2017-03-16 14:46:27
4999,60,825,354,2,credit_card,2017-03-16 14:51:18
3722,41,923,472,4,credit_card,2017-03-16 14:54:32
106,13,746,320,2,cash,2017-03-16 15:04:15
2204,73,955,330,2,debit,2017-03-16 15:09:34
2948,73,776,330,2,cash,2017-03-16 15:12:40
2183,92,761,180,2,credit_card,2017-03-16 15:33:09
987,84,884,153,1,credit_card,2017-03-16 15:39:20
3463,58,957,138,1,debit,2017-03-16 16:11:51
1596,87,739,149,1,debit,2017-03-16 16:19:55
4897,7,901,224,2,cash,2017-03-16 16:28:03
4903,29,825,489,3,debit,2017-03-16 16:29:32
1194,78,944,25725,1,debit,2017-03-16 16:38:26
2134,14,875,464,4,cash,2017-03-16 17:07:38
4288,58,823,138,1,debit,2017-03-16 17:09:11
2343,24,868,420,3,cash,2017-03-16 17:33:36
3418,70,791,173,1,cash,2017-03-16 17:36:55
823,11,929,368,2,credit_card,2017-03-16 17:43:26
2507,18,958,312,2,credit_card,2017-03-16 17:45:20
2658,61,940,632,4,credit_card,2017-03-16 17:46:44
183,86,901,260,2,credit_card,2017-03-16 17:47:44
453,89,779,392,2,debit,2017-03-16 18:22:22
4039,80,761,145,1,cash,2017-03-16 18:34:44
4118,32,841,101,1,cash,2017-03-16 18:53:13
4409,65,901,616,4,cash,2017-03-16 18:57:46
3673,63,868,136,1,debit,2017-03-16 19:03:40
3973,11,724,184,1,credit_card,2017-03-16 19:08:08
4594,19,892,163,1,debit,2017-03-16 19:12:27
4633,58,797,138,1,debit,2017-03-16 19:31:20
4642,36,786,390,3,cash,2017-03-16 19:32:22
4997,48,789,234,2,cash,2017-03-16 20:36:16
4120,67,935,131,1,cash,2017-03-16 20:38:03
753,33,727,173,1,credit_card,2017-03-16 20:47:30
3270,75,752,128,1,credit_card,2017-03-16 20:54:53
2779,20,755,508,4,cash,2017-03-16 21:06:19
2099,13,922,160,1,cash,2017-03-16 21:10:17
3367,6,836,374,2,cash,2017-03-16 21:13:36
4296,99,760,780,4,cash,2017-03-16 21:22:47
4523,4,848,256,2,cash,2017-03-16 21:29:20
1174,40,996,322,2,credit_card,2017-03-16 21:31:03
1462,27,876,169,1,credit_card,2017-03-16 21:38:02
494,78,983,51450,2,cash,2017-03-16 21:39:35
3553,81,737,354,2,debit,2017-03-16 21:44:03
1384,27,819,338,2,credit_card,2017-03-16 22:02:28
3510,53,989,336,3,cash,2017-03-16 22:04:29
4788,62,794,320,2,debit,2017-03-16 22:08:50
1426,98,740,133,1,cash,2017-03-16 22:21:14
2561,6,845,935,5,credit_card,2017-03-16 22:24:30
660,70,792,346,2,cash,2017-03-16 22:25:56
1408,7,915,112,1,credit_card,2017-03-16 23:00:02
4123,3,738,148,1,debit,2017-03-16 23:31:28
4327,42,788,704,2,debit,2017-03-16 23:37:57
1296,15,983,153,1,debit,2017-03-16 23:41:12
969,41,869,354,3,cash,2017-03-17 0:00:25
3090,26,895,352,2,debit,2017-03-17 0:10:44
316,2,865,282,3,debit,2017-03-17 0:21:31
2159,53,996,224,2,debit,2017-03-17 0:41:55
239,2,932,188,2,debit,2017-03-17 0:45:53
670,33,775,519,3,cash,2017-03-17 0:47:49
3846,7,755,112,1,credit_card,2017-03-17 0:49:23
263,9,871,236,2,debit,2017-03-17 0:50:38
1507,6,996,374,2,debit,2017-03-17 0:53:31
1688,20,884,254,2,cash,2017-03-17 0:54:19
2657,64,760,399,3,cash,2017-03-17 0:59:41
1225,57,891,294,2,credit_card,2017-03-17 1:07:09
3813,98,965,133,1,debit,2017-03-17 1:08:54
4330,73,834,165,1,cash,2017-03-17 1:16:33
4170,54,791,133,1,cash,2017-03-17 1:19:23
967,99,847,195,1,debit,2017-03-17 1:20:48
2254,59,936,178,1,cash,2017-03-17 1:31:40
3454,68,723,272,2,credit_card,2017-03-17 1:36:25
4953,26,786,880,5,cash,2017-03-17 1:50:18
216,41,793,236,2,cash,2017-03-17 1:55:17
87,56,711,234,2,credit_card,2017-03-17 2:08:47
3892,89,724,588,3,debit,2017-03-17 2:19:29
2457,98,875,532,4,debit,2017-03-17 2:28:22
1339,87,777,149,1,cash,2017-03-17 2:43:11
4477,37,860,142,1,debit,2017-03-17 2:46:33
301,70,882,173,1,credit_card,2017-03-17 2:51:21
4180,80,786,580,4,credit_card,2017-03-17 2:52:47
4321,97,922,162,1,credit_card,2017-03-17 3:00:16
4225,62,930,320,2,debit,2017-03-17 3:03:33
3551,54,756,266,2,debit,2017-03-17 3:16:36
2963,45,981,284,2,cash,2017-03-17 3:28:53
1186,84,979,459,3,debit,2017-03-17 3:42:45
3475,20,878,254,2,cash,2017-03-17 3:43:03
1925,13,976,320,2,cash,2017-03-17 3:52:21
1603,42,607,704000,2000,credit_card,2017-03-17 4:00:00
631,33,969,173,1,credit_card,2017-03-17 4:07:58
655,47,755,145,1,debit,2017-03-17 4:29:08
671,57,917,147,1,cash,2017-03-17 4:31:04
3467,91,800,160,1,debit,2017-03-17 4:50:30
1588,13,833,480,3,debit,2017-03-17 4:53:04
278,51,954,374,2,credit_card,2017-03-17 4:59:56
339,52,892,146,1,debit,2017-03-17 5:02:05
4779,55,979,342,2,cash,2017-03-17 5:28:04
4002,29,856,326,2,cash,2017-03-17 5:44:14
3963,91,916,480,3,debit,2017-03-17 6:04:44
2444,40,877,161,1,cash,2017-03-17 6:15:39
4873,92,803,180,2,cash,2017-03-17 6:21:04
2819,78,869,51450,2,debit,2017-03-17 6:25:51
4734,17,799,352,2,debit,2017-03-17 6:28:52
101,77,972,156,1,credit_card,2017-03-17 6:45:49
2275,85,815,172,1,cash,2017-03-17 6:52:25
550,53,788,336,3,cash,2017-03-17 6:59:02
148,57,715,294,2,credit_card,2017-03-17 7:01:37
1881,97,972,648,4,cash,2017-03-17 7:07:21
3420,20,796,127,1,credit_card,2017-03-17 7:08:30
172,57,724,147,1,debit,2017-03-17 7:08:48
3594,26,863,352,2,cash,2017-03-17 7:13:04
2990,45,982,426,3,credit_card,2017-03-17 7:23:35
104,53,740,224,2,cash,2017-03-17 7:29:30
2152,60,997,531,3,debit,2017-03-17 7:53:13
4178,58,744,276,2,debit,2017-03-17 7:58:15
103,41,964,354,3,cash,2017-03-17 7:59:24
107,87,953,149,1,cash,2017-03-17 8:03:52
1930,42,770,352,1,credit_card,2017-03-17 8:11:13
4764,89,757,196,1,debit,2017-03-17 8:31:57
571,93,936,114,1,cash,2017-03-17 8:33:41
3779,62,764,320,2,cash,2017-03-17 8:37:09
4204,96,953,153,1,cash,2017-03-17 9:02:55
4720,89,966,196,1,credit_card,2017-03-17 9:03:31
271,33,926,173,1,debit,2017-03-17 9:08:57
2476,65,787,308,2,credit_card,2017-03-17 9:09:32
1094,96,882,459,3,credit_card,2017-03-17 9:17:10
28,53,942,112,1,credit_card,2017-03-17 9:41:53
4415,92,927,90,1,credit_card,2017-03-17 9:57:01
760,86,868,130,1,debit,2017-03-17 10:22:01
1499,30,784,459,3,debit,2017-03-17 10:27:49
652,51,987,748,4,credit_card,2017-03-17 10:33:12
532,55,959,171,1,credit_card,2017-03-17 10:38:03
3891,33,856,692,4,cash,2017-03-17 10:46:46
2260,21,976,284,2,cash,2017-03-17 10:55:41
2214,30,975,306,2,cash,2017-03-17 11:00:10
1644,32,875,101,1,credit_card,2017-03-17 11:03:40
3258,99,862,195,1,cash,2017-03-17 11:22:21
4219,65,853,308,2,credit_card,2017-03-17 11:31:51
1245,23,999,312,2,debit,2017-03-17 11:37:49
4606,18,957,468,3,debit,2017-03-17 11:41:51
1079,12,777,402,2,credit_card,2017-03-17 11:48:01
876,7,962,224,2,credit_card,2017-03-17 11:51:24
4649,34,788,366,3,debit,2017-03-17 12:01:11
4549,85,981,172,1,debit,2017-03-17 12:05:52
1356,20,980,381,3,cash,2017-03-17 12:30:46
4155,79,725,543,3,debit,2017-03-17 12:32:32
3994,87,707,447,3,credit_card,2017-03-17 12:37:01
4498,67,905,131,1,cash,2017-03-17 12:48:22
3226,81,955,354,2,credit_card,2017-03-17 12:51:42
1658,95,730,504,3,cash,2017-03-17 13:02:10
4679,1,917,316,2,debit,2017-03-17 13:08:11
1910,37,807,710,5,debit,2017-03-17 13:13:00
1014,91,749,160,1,debit,2017-03-17 13:15:12
19,83,761,258,2,cash,2017-03-17 13:18:47
4398,52,946,438,3,cash,2017-03-17 13:21:52
3339,65,986,308,2,cash,2017-03-17 13:23:26
1796,13,795,160,1,debit,2017-03-17 13:27:55
1718,7,825,112,1,credit_card,2017-03-17 13:29:42
4022,57,888,147,1,cash,2017-03-17 13:34:02
359,14,852,232,2,debit,2017-03-17 13:35:25
4389,93,723,228,2,debit,2017-03-17 13:40:50
3438,41,874,236,2,cash,2017-03-17 13:43:25
4395,2,898,94,1,cash,2017-03-17 13:48:14
4827,8,707,132,1,credit_card,2017-03-17 13:56:32
3185,19,833,163,1,cash,2017-03-17 14:00:06
2356,45,848,142,1,credit_card,2017-03-17 14:00:22
2167,83,792,129,1,credit_card,2017-03-17 14:06:38
4696,77,917,156,1,debit,2017-03-17 14:08:14
3756,9,950,236,2,cash,2017-03-17 14:17:03
2558,36,751,130,1,credit_card,2017-03-17 14:28:54
4965,10,836,444,3,credit_card,2017-03-17 14:34:14
1335,13,764,160,1,cash,2017-03-17 14:42:20
4877,20,787,381,3,credit_card,2017-03-17 14:53:33
2698,73,704,495,3,cash,2017-03-17 15:00:43
341,7,826,336,3,debit,2017-03-17 15:13:46
999,8,778,396,3,credit_card,2017-03-17 15:15:04
4485,29,805,489,3,credit_card,2017-03-17 15:16:45
1110,43,748,543,3,debit,2017-03-17 15:16:56
2986,37,988,142,1,cash,2017-03-17 15:37:06
2911,88,875,528,3,cash,2017-03-17 15:37:41
4407,6,770,187,1,debit,2017-03-17 15:43:23
1327,9,944,354,3,credit_card,2017-03-17 15:46:59
3533,51,828,935,5,cash,2017-03-17 16:05:35
1994,52,903,146,1,debit,2017-03-17 16:05:37
1514,26,918,176,1,cash,2017-03-17 16:13:50
981,61,775,158,1,debit,2017-03-17 16:19:55
2799,75,847,384,3,debit,2017-03-17 16:24:24
3127,55,926,171,1,cash,2017-03-17 16:33:41
1385,78,867,25725,1,cash,2017-03-17 16:38:06
4516,1,797,316,2,cash,2017-03-17 16:43:51
4760,22,859,146,1,credit_card,2017-03-17 16:45:10
4381,50,977,579,3,debit,2017-03-17 16:49:40
1405,93,998,114,1,credit_card,2017-03-17 16:52:52
3719,91,888,160,1,cash,2017-03-17 17:03:06
2376,51,742,374,2,credit_card,2017-03-17 17:19:05
2672,90,733,356,2,debit,2017-03-17 17:23:48
1061,59,804,178,1,debit,2017-03-17 17:26:42
2638,43,800,543,3,cash,2017-03-17 17:26:53
4614,5,958,142,1,cash,2017-03-17 17:29:17
2553,17,762,704,4,credit_card,2017-03-17 17:36:00
2042,51,778,374,2,debit,2017-03-17 17:44:50
192,26,922,352,2,cash,2017-03-17 17:51:54
1453,78,812,25725,1,credit_card,2017-03-17 18:09:54
1542,6,991,187,1,debit,2017-03-17 18:13:52
3207,73,993,495,3,cash,2017-03-17 18:30:24
4621,16,826,312,2,debit,2017-03-17 18:31:01
2086,81,720,354,2,debit,2017-03-17 18:39:32
3331,96,702,306,2,credit_card,2017-03-17 18:44:34
3837,10,971,148,1,cash,2017-03-17 18:51:42
953,77,945,156,1,cash,2017-03-17 19:01:53
4315,95,959,168,1,cash,2017-03-17 19:07:19
1645,23,858,156,1,debit,2017-03-17 19:23:40
1117,40,937,322,2,credit_card,2017-03-17 19:30:55
2328,58,712,138,1,cash,2017-03-17 19:32:44
2549,78,861,25725,1,cash,2017-03-17 19:36:00
3365,44,737,144,1,cash,2017-03-17 19:42:58
3539,43,830,1086,6,debit,2017-03-17 19:56:29
3912,97,851,162,1,debit,2017-03-17 20:03:21
2296,50,894,193,1,debit,2017-03-17 20:04:12
2547,9,797,118,1,credit_card,2017-03-17 20:12:27
4915,76,775,620,4,credit_card,2017-03-17 20:18:55
120,98,745,266,2,credit_card,2017-03-17 20:34:44
2530,76,950,310,2,credit_card,2017-03-17 20:43:59
2404,35,779,328,2,credit_card,2017-03-17 20:45:46
9,64,914,266,2,debit,2017-03-17 20:56:50
4583,31,705,387,3,debit,2017-03-17 20:59:24
2846,92,973,360,4,debit,2017-03-17 21:29:57
4819,26,903,352,2,credit_card,2017-03-17 21:43:30
3272,26,796,528,3,cash,2017-03-17 21:47:49
1956,66,872,161,1,credit_card,2017-03-17 21:52:52
4455,2,943,94,1,credit_card,2017-03-17 21:58:12
2361,36,818,520,4,cash,2017-03-17 22:02:00
751,72,704,320,2,credit_card,2017-03-17 22:02:12
781,63,911,136,1,debit,2017-03-17 22:17:34
3543,65,948,154,1,credit_card,2017-03-17 22:18:16
2937,69,766,262,2,cash,2017-03-17 22:22:59
2420,3,727,296,2,cash,2017-03-17 22:23:07
1205,78,970,25725,1,credit_card,2017-03-17 22:32:21
2253,27,810,338,2,cash,2017-03-17 22:34:05
3369,60,726,354,2,cash,2017-03-17 22:37:29
536,9,737,236,2,credit_card,2017-03-17 22:40:38
1045,30,727,459,3,debit,2017-03-17 22:48:11
4519,41,873,236,2,debit,2017-03-17 22:48:37
342,54,735,399,3,credit_card,2017-03-17 22:49:05
1476,43,842,181,1,cash,2017-03-17 23:03:57
1104,81,842,177,1,debit,2017-03-17 23:04:12
1962,70,866,173,1,credit_card,2017-03-17 23:15:17
4879,77,942,156,1,credit_card,2017-03-17 23:23:58
3123,59,799,356,2,credit_card,2017-03-17 23:38:19
2284,26,790,352,2,debit,2017-03-17 23:38:30
2786,45,951,284,2,credit_card,2017-03-17 23:45:49
568,82,980,531,3,credit_card,2017-03-17 23:48:18
3300,83,710,258,2,cash,2017-03-18 0:01:14
502,36,855,130,1,credit_card,2017-03-18 0:18:12
1777,2,767,282,3,credit_card,2017-03-18 0:18:24
405,11,850,368,2,credit_card,2017-03-18 0:20:52
2181,37,924,568,4,credit_card,2017-03-18 0:36:18
